stop_id,stop_name
3524,මිල්ලබැද්ද මහාවිද්‍යාලය
3525,හෝප්ටන් කඩමණ්ඩිය
3526,හෝප්ටන්/කළුගහතැන්න අමුණ හංදිය
3527,රේන්දපොල (165 කිමි කණුව)
3528,යපම්ම ශ‍්‍රී රම්‍ය විජයාරාමය
3529,කීනගොඩ
3530,කොට්ටල්බැද්ද විදුහල
3531,ලුණුගල බස්නැවතුම්පල
3532,ලුණුගල ප‍්‍රාදේශ්‍රීය ලේකම් කාර්යාලය
3533,අරවාකුඹුර විදුහල
3534,ඈතුන්දැමුවාව ක.වි
3535,182 කිමි කණුව
3536,යල්කුඹුර විද්‍යානන්ද පිරිවෙණ
3537,උණාගොල්ල රජමහා විහාරය
3538,භෙවෙල්වෙල (වෙල්ලස්ස ම.ම.වි)
3539,2 කණුව (ඩීසල් විදුලිබලාගාර පාර)
3540,3 කණුව (අශෝකාරාමය)
3541,කල්ලඩි (සිමෙන්ති කම්හල පාර)
3542,6 කණුව (අට්ටවිල්ලුව හංදිය)
3543,ගල්කුලම (කිවුල පාර)
3544,මෑල්ලන්කුලම (කොට්ටුකච්චිය විද්‍යාලය)
3545,10 කණුව(මහකුඹුක්කඩවල පාර)
3546,කොට්ටුකච්චිය (පු.ගල උදාකළ ගම්මානය)
3547,කජුවත්ත (ගොවිපල)
3548,තෝනිගල කණිෂ්ඨ විද්‍යාලය
3549,තෝනිගල(ඌරියාව පාර)
3550,පරමානන්ද විහාර හංදිය
3551,තලාකොලවැව
3552,ධර්මපාල ක.වි
3553,පලුගස් හංදිය (93 කිමි කණුව)
3554,කනුකැටිය හංදිය(ආඹුක්කාගම පාර)
3555,මොන්නෑකුලම ම.වි
3556,කොටවෙභෙර (පොලීසිය හංදිය)
3557,තුඹුල්ල (ළමා නිවාසය)
3558,නැබැඩෑව(රැස්නායකපුර)
3559,හැවැන්පැලැස්ස (රා:දැව සංස්ථාව)
3560,නිකවැරටිය බස්නැවතුම්පල
3561,ට‍්‍රයිස්ටාර් ගාමන්ට්
3562,ඇලවක (නිකවැරටිය ඩිපෝව)
3563,විතිකුලිය හංදිය
3564,ශ‍්‍රී මලියදේව රජමහ විහාරය
3565,රඹුකන හංදිය
3566,අවුලේගම පොල හංදිය
3567,හේරත්ගම
3568,ඔළුමඩුවැව හමුදා කඳවුර
3569,තච්චඅඩම්පන් ගොවිජන සේවා කාර්යාලය
3570,12 කිමි කණුව
3571,සමන්නන්කුලම්
3572,ඔට්ටුසුඩාන් සිවම් කෝවිල හංදිය
3573,ඔට්ටුසුඩාන් ප‍්‍රාදේශිය රෝහල
3574,අලි හංදිය
3575,29 කි.මි කණුව/18 කි.මි. කණුව
3576,පූලාමුරිප්පු පාසල
3577,මුලලියාවලෙයි ඩිස්පෙන්සරිය
3578,මුලිලියාවලෙයි පාසල
3579,23 සැතපුම් කණුව
3580,22 කි.මි. කණූව
3581,1 කනුව (මාස් ගාමන්ට්)
3582,සිසිරවත්ත හංදිය බෝධිය
3583,උණපúූරයාය ශ‍්‍රී බුද්ධජයන්ති විහාරය
3584,කලුන්දෑව පාලම මහසෙන් විහාරය
3585,පළාත් මායිම (මධ්‍යම/උතුරුමැද)
3586,බකමූන (දිසා අධිකරණය)
3587,දමනයාය කඳවුර (2 පියවර)
3588,බකමූණ
3589,යාය 6 (කනත්ත පාර)
3590,බුදුරුවයාය (බුදුපිළිමය පාර)
3591,ගමඇල පාලම
3592,පොල්අතුවාඩිය හංදිය
3593,කිරිඔයගම ප‍්‍රාථමික විද්‍යාලය
3594,මාඔය (උද්‍යාන පාර)
3595,දේවාලදෙනිය බෝධිය
3596,කළුගඟ හංදිය
3597,දාස්ගිරිය 40 කිමි කණුව
3598,හත්තොට අමුණ මහාවිද්‍යාලය
3599,වෙල්ලේවෙල බෝධිය
3600,ලේල්ඔය ප‍්‍රාථමික විද්‍යාලය
3601,ඇත්කිඹුලාවල පාලම
3602,ලග්ගල පොලීසිය
3603,ඉලුක්කුඹුර හංදිය (රත්තොට පාර)
3604,බලගොල්ලාව කන්ද බලගොල්ලාව කන්ද
3605,කිවුලවාඩිය හංදිය
3606,ගුරුවෙල 59 කිමි කණුව
3607,නාගොල්ල
3608,භෙට්ටිපොල
3609,බත්ගම්පොල පිටවාන
3610,නාමිණිගම පාර
3611,ඉමාඩුයාය
3612,ගින්නෝරුව කඩමණ්ඩිය
3613,විරාණගම වැව
3614,විරාණගම විදුහල
3615,අලුත්තරම බීජ ගොවිපල
3616,කුරුමන්කාඩු (දුම්රිය ස්ථාන පාර)
3617,වේප්පන්කුලම්(කෝවිල)
3618,නෙලුක්කුලම් හංදිය
3619,සිවපුරම්(ආයුර්වේද රෝහල)
3620,වසෙක්කටිප්පුලවු විද්‍යාල පාර
3621,සාලම්බකුලම් (වව්නියාව විශ්ව විද්‍යාලය)
3622,සාලම්බකුලම් හංදිය
3623,පුවරසන්කුලම් හංදිය
3624,කුරුක්කල්පුදුකුලම් හංදිය
3625,නිලියාමොට්ට(ආඩියාපුලියන්කුලම් පාර)
3626,පිරමනාලන්කුලම්
3627,පුදුක්කුලම් පාර
3628,කන්නාට් නිවාස යෝජනා ක‍්‍රමය
3629,ගනේෂපුරම් ම.වි
3630,ගනේෂපුරම් නිවාස යෝජනා ක‍්‍රමය
3631,බත්ගම්පල පිටවාන
3632,60 කිමි කණුව
3633,කාන්තන්කුඩි
3634,කල්අඩි (සිමෙන්ති කම්හල පාර)
3635,ආයුර්වේද රෝහල
3636,තම්පට්ටෙයි තම්පට්ටෙයි
3637,සින්න මුහත්තුවාරම්
3638,බස් ඩිපෝව
3639,මුන්ඩෘමුරිප්පු හංදිය
3640,වන්නිවිලාන්කුලම් හංදිය
3641,වඩකාඩු/8 කි.මි.කණුව
3642,වඩකාඩු /10 කි.මි. කණුව
3643,වඩකාඩු හමුදා කඳවුර
3644,ඔට්ටඅරට්ටකුලම් ඉන්ධන පිරවුම් හල
3645,මල්ලාවි හංදිය
3646,කොකාපිල් පාර
3647,තුනුක්කායි ප‍්‍රාදේශිය ලේකම් කාර්යාලය
3648,කලුපාලම
3649,නට්ටන්කන්ඩල් 1
3650,33 බලසේනාව
3651,කයිතඩි (මනිප්පායි පාර)
3652,නාවට්කුලි (කේරතිව් පාර)
